Month,product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Store_type,Reviews,Income,city,Gender,Marital_status,Education_Level,Profession_Type,Return
January,Bags,Mens,3,909,2727,286.335,Debit Card,MBR,4.0,28298.0,Hyderabad,F,1,Graduation,Others,0
January,Home and kitchen,Tools,2,1409,2818,295.89,Credit Card,MBR,2.0,135044.0,Hyderabad,M,0,Others,Self Employed,0
January,Clothing,Mens,2,500,1000,105.0,Mobile Payments,MBR,5.0,96702.0,Mumbai,F,0,Others,Self Employed,0
January,Books,Academic,3,723,2169,227.745,Debit Card,e-Shop,5.0,108774.0,Pune,M,1,Graduation,Others,0
January,Footwear,Kids,2,430,860,90.3,Cash,MBR,2.0,93625.0,Pune,F,0,Others,Salaried,0
January,Bags,Women,5,1481,7405,777.525,Debit Card,e-Shop,1.0,126644.0,New Delhi,M,1,Basic,Self Employed,0
January,Electronics,Personal Appliances,3,1049,3147,330.435,Credit Card,e-Shop,2.0,120370.0,Mumbai,M,1,Others,Salaried,0
January,Home and kitchen,Furnishing,5,760,3800,319.2,Debit Card,Flagship store,2.0,70367.0,Ahmedabad,F,0,Others,Salaried,1
January,Footwear,Kids,1,1422,1422,149.31,Mobile Payments,Flagship store,5.0,30371.0,Bangalore,M,1,PhD,Salaried,0
January,Footwear,Mens,1,1060,1060,111.3,Mobile Payments,e-Shop,3.0,147415.0,New Delhi,F,1,Graduation,Salaried,0
January,Footwear,Women,5,947,4735,497.175,Debit Card,MBR,5.0,94916.0,Mumbai,M,0,Graduation,Self Employed,0
January,Clothing,Women,5,373,1865,156.66,Mobile Payments,e-Shop,1.0,68816.0,New Delhi,F,1,Others,Others,1
January,Clothing,Mens,2,1351,2702,283.71,Credit Card,MBR,4.0,104505.0,Chennai,M,1,Basic,Self Employed,0
January,Clothing,Women,1,522,522,54.81,Mobile Payments,TeleShop,4.0,126201.0,New Delhi,M,0,Graduation,Self Employed,0
January,Footwear,Women,3,822,2466,258.93,Credit Card,TeleShop,5.0,92801.0,Vishakhapatnam,M,1,Graduation,Self Employed,0
January,Home and kitchen,Tools,1,1226,1226,128.73,Mobile Payments,TeleShop,5.0,106460.0,Ahmedabad,M,0,PhD,Others,0
January,Home and kitchen,Furnishing,4,881,3524,277.515,Debit Card,MBR,1.0,47889.0,Mumbai,F,1,Basic,Salaried,1
January,Footwear,Mens,1,79,79,8.295,Mobile Payments,e-Shop,3.0,48847.0,Chennai,M,1,Basic,Self Employed,0
January,Electronics,Computers,2,1315,2630,276.15,Debit Card,Flagship store,5.0,62805.0,Ahmedabad,F,0,Basic,Self Employed,0
January,Footwear,Mens,2,835,1670,175.35,Mobile Payments,e-Shop,5.0,18195.0,Kolkata,M,1,Basic,Others,0
January,Footwear,Women,5,1059,5295,555.975,Debit Card,e-Shop,5.0,133829.0,Vishakhapatnam,F,1,Basic,Others,0
January,Books,Fiction,2,1304,2608,273.84,Credit Card,Flagship store,2.0,39823.0,Gurgaon,M,0,Basic,Self Employed,0
January,Home and kitchen,Bath,5,1476,7380,774.9,Debit Card,MBR,2.0,74101.0,New Delhi,F,1,Master,Self Employed,0
January,Footwear,Women,4,328,1312,137.76,Mobile Payments,MBR,3.0,65791.0,Gurgaon,F,1,Basic,Salaried,0
January,Clothing,Women,1,964,964,101.22,Cash,Flagship store,5.0,136057.0,Ahmedabad,M,0,Graduation,Salaried,0
January,Clothing,Women,5,922,4610,484.05,Credit Card,e-Shop,4.0,86643.0,Hyderabad,F,1,Graduation,Self Employed,0
January,Home and kitchen,Kitchen,5,648,3240,272.16,Debit Card,MBR,1.0,55309.0,Ahmedabad,M,0,Graduation,Salaried,1
January,Bags,Women,2,1292,2584,271.32,Credit Card,Flagship store,5.0,130245.0,Pune,F,1,Master,Salaried,0
January,Footwear,Mens,4,1297,5188,272.37,Debit Card,TeleShop,4.0,98097.0,Pune,F,1,Graduation,Others,1
January,Footwear,Women,2,1274,2548,267.54,Credit Card,MBR,4.0,106043.0,Bangalore,M,0,Others,Self Employed,0
January,Bags,Women,2,1496,2992,314.16,Credit Card,Flagship store,5.0,94715.0,Mumbai,F,0,Master,Salaried,0
January,Bags,Mens,2,1282,2564,269.22,Debit Card,Flagship store,5.0,30146.0,New Delhi,M,0,Graduation,Self Employed,0
January,Home and kitchen,Furnishing,3,436,1308,137.34,Mobile Payments,MBR,5.0,58483.0,Gurgaon,M,0,Graduation,Self Employed,0
January,Bags,Women,3,1290,3870,406.35,Debit Card,MBR,4.0,97899.0,Chennai,F,0,Graduation,Others,0
January,Home and kitchen,Tools,2,532,1064,111.72,Mobile Payments,e-Shop,1.0,59573.0,Bangalore,M,1,Graduation,Others,0
January,Clothing,Women,1,890,890,93.45,Mobile Payments,e-Shop,5.0,157031.0,New Delhi,F,0,Graduation,Others,0
January,Footwear,Women,4,624,2496,262.08,Credit Card,MBR,5.0,69437.0,New Delhi,F,1,PhD,Self Employed,0
January,Bags,Women,1,1244,1244,261.24,Credit Card,MBR,1.0,118015.0,Mumbai,M,1,PhD,Self Employed,1
January,Footwear,Women,3,588,1764,185.22,Mobile Payments,Flagship store,4.0,102735.0,Kolkata,M,0,Graduation,Others,0
January,Bags,Women,5,997,4985,523.425,Debit Card,MBR,5.0,43726.0,Hyderabad,M,0,PhD,Others,0
January,Footwear,Women,5,1032,5160,541.8,Debit Card,TeleShop,5.0,97926.0,Hyderabad,M,1,Basic,Others,0
January,Home and kitchen,Kitchen,5,815,4075,256.725,Debit Card,e-Shop,1.0,31173.0,Ahmedabad,M,0,Basic,Others,1
January,Books,Non-Fiction,4,200,800,84.0,Mobile Payments,e-Shop,1.0,35424.0,Bangalore,M,0,Basic,Others,1
January,Electronics,Mobiles,4,661,2644,208.215,Credit Card,TeleShop,4.0,144927.0,Hyderabad,M,1,PhD,Salaried,1
January,Electronics,Audio and video,4,927,3708,389.34,Debit Card,TeleShop,1.0,24929.0,Hyderabad,M,1,Graduation,Self Employed,0
January,Books,Non-Fiction,3,721,2163,227.115,Credit Card,Flagship store,1.0,23758.0,Chennai,F,1,Graduation,Self Employed,0
January,Books,Fiction,3,1417,4251,446.355,Credit Card,e-Shop,4.0,142312.0,Chennai,F,1,Graduation,Self Employed,0
January,Bags,Mens,2,1205,2410,253.05,Credit Card,MBR,5.0,21731.0,Chennai,M,0,Graduation,Salaried,0
January,Clothing,Mens,2,1201,2402,252.21,Debit Card,Flagship store,5.0,44233.0,Chennai,M,0,Graduation,Self Employed,0
January,Electronics,Audio and video,3,371,1113,116.865,Mobile Payments,e-Shop,4.0,113330.0,Hyderabad,F,0,Others,Self Employed,0
January,Footwear,Mens,3,623,1869,196.245,Mobile Payments,MBR,4.0,114709.0,New Delhi,F,1,Others,Others,0
January,Clothing,Mens,4,790,3160,331.8,Credit Card,TeleShop,5.0,128481.0,Hyderabad,F,1,Others,Others,0
January,Home and kitchen,Bath,5,259,1295,135.975,Mobile Payments,e-Shop,1.0,71852.0,Vishakhapatnam,M,0,Others,Self Employed,0
January,Clothing,Women,1,392,392,41.16,Mobile Payments,e-Shop,3.0,156904.0,Chennai,M,0,Others,Salaried,0
January,Footwear,Women,3,693,2079,218.295,Credit Card,e-Shop,4.0,130605.0,Hyderabad,M,0,Others,Salaried,0
January,Bags,Women,2,938,1876,196.98,Mobile Payments,e-Shop,5.0,65791.0,Gurgaon,F,0,PhD,Salaried,0
January,Bags,Women,1,720,720,75.6,Mobile Payments,e-Shop,5.0,142656.0,Mumbai,M,1,Others,Self Employed,0
January,Footwear,Kids,1,868,868,91.14,Cash,MBR,4.0,109894.0,New Delhi,M,0,PhD,Self Employed,0
January,Footwear,Kids,5,146,730,76.65,Cash,Flagship store,4.0,65747.0,Pune,M,0,Others,Others,0
January,Clothing,Women,3,1289,3867,406.035,Credit Card,e-Shop,5.0,66509.0,Pune,M,1,Others,Self Employed,0
January,Home and kitchen,Bath,2,825,1650,173.25,Mobile Payments,Flagship store,5.0,72675.0,Ahmedabad,M,1,Others,Salaried,0
January,Clothing,Women,2,417,834,87.57,Mobile Payments,e-Shop,5.0,67331.0,Gurgaon,M,1,Graduation,Salaried,0
January,Footwear,Mens,2,1145,2290,240.45,Credit Card,e-Shop,5.0,125192.0,Hyderabad,F,1,Graduation,Salaried,0
January,Electronics,Personal Appliances,4,979,3916,411.18,Credit Card,e-Shop,5.0,82348.0,Hyderabad,M,1,Graduation,Others,0
January,Clothing,Women,4,576,2304,241.92,Debit Card,Flagship store,1.0,19989.0,Vishakhapatnam,F,0,Graduation,Salaried,0
January,Footwear,Kids,3,1077,3231,339.255,Credit Card,Flagship store,4.0,105027.0,Mumbai,M,1,Graduation,Others,0
January,Books,DIY,5,73,365,38.325,Cash,MBR,5.0,29055.0,Kolkata,M,0,Graduation,Self Employed,0
January,Footwear,Mens,2,825,1650,173.25,Cash,MBR,1.0,119651.0,Vishakhapatnam,M,1,Graduation,Salaried,0
January,Books,Non-Fiction,3,169,507,53.235,Cash,MBR,4.0,128735.0,Chennai,M,0,PhD,Self Employed,0
January,Clothing,Mens,2,1140,2280,239.4,Credit Card,Flagship store,4.0,35959.0,Hyderabad,M,1,Graduation,Self Employed,0
January,Home and kitchen,Furnishing,2,638,1276,133.98,Cash,Flagship store,5.0,44844.0,Bangalore,M,1,Graduation,Others,0
January,Clothing,Women,3,610,1830,192.15,Cash,MBR,2.0,91956.0,Chennai,F,0,Master,Self Employed,0
January,Home and kitchen,Bath,3,754,2262,237.51,Credit Card,MBR,2.0,13249.0,Vishakhapatnam,F,1,PhD,Self Employed,0
January,Clothing,Women,3,1203,3609,378.945,Debit Card,MBR,4.0,144337.0,Mumbai,M,0,PhD,Others,0
January,Home and kitchen,Bath,4,1112,4448,583.8,Credit Card,e-Shop,1.0,73245.0,Mumbai,F,1,Master,Self Employed,1
January,Books,DIY,5,989,4945,103.845,Cash,MBR,1.0,130254.0,Ahmedabad,F,0,Master,Self Employed,1
January,Home and kitchen,Furnishing,5,1229,6145,645.225,Credit Card,TeleShop,5.0,110403.0,Vishakhapatnam,F,0,Master,Salaried,0
January,Clothing,Women,4,975,3900,409.5,Credit Card,TeleShop,5.0,112473.0,Bangalore,F,1,PhD,Others,0
January,Footwear,Women,3,1187,3561,373.905,Credit Card,e-Shop,4.0,158311.0,Gurgaon,M,0,Master,Others,0
January,Books,DIY,5,739,3695,387.975,Credit Card,e-Shop,4.0,74567.0,Hyderabad,F,0,Graduation,Others,0
January,Clothing,Mens,1,217,217,22.785,Mobile Payments,e-Shop,5.0,134013.0,Bangalore,F,1,PhD,Self Employed,0
January,Electronics,Audio and video,4,735,2940,308.7,Debit Card,Flagship store,5.0,56531.0,Ahmedabad,M,0,Others,Self Employed,0
January,Books,Academic,4,728,2912,305.76,Credit Card,MBR,5.0,82775.0,Bangalore,M,1,Master,Others,0
January,Footwear,Women,5,399,1995,209.475,Credit Card,MBR,1.0,68900.0,Vishakhapatnam,F,0,Graduation,Others,1
January,Clothing,Women,3,241,723,75.915,Mobile Payments,TeleShop,5.0,121005.0,New Delhi,M,1,Graduation,Others,0
January,Bags,Mens,4,535,2140,224.7,Credit Card,Flagship store,4.0,142043.0,Hyderabad,F,1,Basic,Salaried,0
January,Clothing,Mens,3,91,273,28.665,Mobile Payments,TeleShop,2.0,131927.0,Vishakhapatnam,M,1,Graduation,Salaried,0
January,Footwear,Mens,1,345,345,36.225,Mobile Payments,TeleShop,5.0,43477.0,Mumbai,M,1,Others,Salaried,0
January,Clothing,Women,4,885,3540,371.7,Debit Card,TeleShop,4.0,89133.0,Hyderabad,F,1,Graduation,Salaried,0
January,Home and kitchen,Furnishing,3,1120,3360,352.8,Debit Card,e-Shop,5.0,39129.0,Gurgaon,F,0,PhD,Salaried,0
January,Footwear,Women,4,531,2124,223.02,Debit Card,Flagship store,4.0,43733.0,Kolkata,F,1,Graduation,Others,0
January,Clothing,Women,2,566,1132,118.86,Mobile Payments,TeleShop,5.0,91966.0,Mumbai,F,1,Others,Others,0
January,Clothing,Women,5,424,2120,222.6,Credit Card,MBR,5.0,107038.0,Mumbai,M,1,Others,Others,0
January,Footwear,Kids,5,1218,6090,639.45,Credit Card,TeleShop,5.0,82961.0,Chennai,M,0,PhD,Self Employed,0
January,Books,DIY,5,418,2090,219.45,Credit Card,Flagship store,1.0,144613.0,Pune,M,1,Others,Salaried,0
January,Bags,Women,4,416,1664,218.4,Credit Card,MBR,1.0,39748.0,Vishakhapatnam,M,0,Basic,Self Employed,1
January,Bags,Women,4,516,2064,216.72,Credit Card,MBR,5.0,91340.0,Vishakhapatnam,M,1,Others,Others,0
January,Footwear,Kids,5,981,4905,515.025,Debit Card,TeleShop,5.0,21620.0,Bangalore,M,1,Graduation,Self Employed,0
January,Home and kitchen,Kitchen,3,975,2925,307.125,Credit Card,e-Shop,4.0,99866.0,Gurgaon,M,1,Basic,Others,0
January,Bags,Women,1,70,70,7.35,Mobile Payments,e-Shop,4.0,126170.0,Ahmedabad,F,0,Basic,Self Employed,0
January,Electronics,Audio and video,3,1131,3393,356.265,Credit Card,Flagship store,5.0,76605.0,Pune,F,0,Basic,Salaried,0
January,Bags,Women,2,923,1846,193.83,Mobile Payments,e-Shop,5.0,31487.0,Pune,M,1,Basic,Salaried,0
January,Home and kitchen,Tools,2,333,666,69.93,Mobile Payments,e-Shop,4.0,139723.0,Pune,F,0,Others,Salaried,0
January,Bags,Mens,2,1017,2034,213.57,Credit Card,MBR,4.0,115742.0,Ahmedabad,M,1,Master,Self Employed,0
January,Books,DIY,4,895,3580,281.925,Credit Card,Flagship store,1.0,70627.0,Vishakhapatnam,F,1,Others,Self Employed,1
January,Footwear,Mens,3,1162,3486,366.03,Debit Card,e-Shop,4.0,128064.0,Ahmedabad,F,0,Master,Others,0
January,Footwear,Kids,2,1014,2028,212.94,Credit Card,MBR,5.0,75469.0,Pune,F,0,Master,Salaried,0
January,Books,Fiction,4,1405,5620,590.1,Debit Card,Flagship store,5.0,136662.0,Chennai,F,1,Master,Self Employed,0
January,Electronics,Mobiles,5,1042,5210,109.41,Mobile Payments,TeleShop,3.0,90147.0,Kolkata,F,1,Others,Others,1
January,Footwear,Women,5,109,545,57.225,Mobile Payments,TeleShop,5.0,149890.0,Kolkata,M,0,Others,Others,0
January,Footwear,Kids,2,1375,2750,288.75,Debit Card,TeleShop,5.0,152035.0,Kolkata,M,0,Master,Self Employed,0
January,Clothing,Women,5,1183,5915,621.075,Debit Card,e-Shop,2.0,52318.0,Pune,M,1,Master,Salaried,1
January,Footwear,Women,2,477,954,100.17,Cash,Flagship store,5.0,46040.0,Gurgaon,M,0,Others,Self Employed,0
January,Footwear,Women,5,1006,5030,211.26,Debit Card,MBR,1.0,129578.0,Mumbai,F,0,Others,Salaried,1
January,Bags,Mens,4,502,2008,210.84,Credit Card,Flagship store,5.0,92912.0,Vishakhapatnam,M,0,Graduation,Self Employed,0
January,Clothing,Mens,3,305,915,96.075,Mobile Payments,TeleShop,4.0,20109.0,Pune,M,1,Graduation,Self Employed,0
January,Footwear,Kids,3,504,1512,158.76,Mobile Payments,e-Shop,2.0,127858.0,Gurgaon,F,0,Graduation,Others,0
January,Clothing,Women,3,1252,3756,394.38,Credit Card,e-Shop,4.0,108405.0,Gurgaon,M,0,Graduation,Self Employed,0
January,Bags,Women,1,1077,1077,113.085,Mobile Payments,TeleShop,5.0,68816.0,New Delhi,M,1,Graduation,Self Employed,0
January,Bags,Mens,3,664,1992,209.16,Debit Card,Flagship store,5.0,127786.0,Ahmedabad,M,0,Others,Self Employed,0
January,Footwear,Women,5,812,4060,426.3,Debit Card,Flagship store,5.0,128998.0,Chennai,M,1,Graduation,Self Employed,0
January,Bags,Women,4,623,2492,261.66,Credit Card,e-Shop,3.0,147434.0,Hyderabad,M,1,Others,Self Employed,0
January,Clothing,Mens,2,121,242,25.41,Mobile Payments,e-Shop,5.0,62188.0,Vishakhapatnam,M,0,Others,Others,0
January,Electronics,Cameras,3,1111,3333,349.965,Debit Card,e-Shop,5.0,125439.0,Chennai,M,1,Others,Salaried,0
January,Home and kitchen,Furnishing,3,654,1962,206.01,Credit Card,Flagship store,5.0,147801.0,Bangalore,F,1,Master,Others,0
January,Home and kitchen,Bath,5,932,4660,489.3,Credit Card,MBR,1.0,138304.0,Pune,F,0,PhD,Others,0
January,Books,DIY,3,1200,3600,378.0,Debit Card,Flagship store,4.0,120121.0,Chennai,M,0,Master,Salaried,0
January,Bags,Mens,5,1219,6095,639.975,Debit Card,e-Shop,5.0,24243.0,Mumbai,M,1,PhD,Others,0
January,Home and kitchen,Furnishing,5,1376,6880,722.4,Credit Card,e-Shop,4.0,154107.0,Kolkata,M,1,Master,Self Employed,0
January,Footwear,Kids,4,951,3804,199.71,Cash,MBR,1.0,92922.0,Chennai,F,0,Master,Salaried,1
January,Home and kitchen,Kitchen,4,618,2472,259.56,Debit Card,e-Shop,5.0,84887.0,Hyderabad,F,1,PhD,Salaried,0
January,Clothing,Mens,2,943,1886,198.03,Mobile Payments,Flagship store,2.0,26416.0,Mumbai,M,0,Others,Self Employed,0
January,Footwear,Kids,3,653,1959,205.695,Credit Card,e-Shop,5.0,106080.0,Chennai,F,1,Master,Others,0
January,Electronics,Personal Appliances,4,619,2476,194.985,Mobile Payments,MBR,4.0,103975.0,New Delhi,F,0,Others,Others,1
January,Footwear,Kids,4,461,1844,193.62,Cash,Flagship store,5.0,28100.0,Ahmedabad,M,1,Master,Self Employed,0
January,Clothing,Women,3,354,1062,111.51,Mobile Payments,Flagship store,4.0,136100.0,Gurgaon,M,0,Basic,Others,0
January,Footwear,Kids,3,614,1842,193.41,Mobile Payments,MBR,5.0,34343.0,Mumbai,M,0,Graduation,Salaried,0
January,Clothing,Women,3,1309,3927,412.335,Credit Card,e-Shop,4.0,108027.0,Kolkata,F,1,PhD,Others,0
January,Electronics,Computers,3,519,1557,163.485,Mobile Payments,e-Shop,5.0,132842.0,Pune,F,0,Master,Others,0
January,Clothing,Mens,5,609,3045,319.725,Debit Card,e-Shop,5.0,56036.0,Mumbai,M,0,Graduation,Salaried,0
January,Electronics,Mobiles,4,455,1820,191.1,Mobile Payments,MBR,5.0,49836.0,New Delhi,M,0,Master,Others,0
January,Bags,Mens,4,1481,5924,622.02,Credit Card,e-Shop,3.0,111487.0,Pune,M,1,Basic,Self Employed,0
January,Bags,Women,1,198,198,20.79,Mobile Payments,TeleShop,5.0,86941.0,Vishakhapatnam,M,0,Basic,Salaried,0
January,Clothing,Mens,1,1492,1492,156.66,Cash,MBR,1.0,114072.0,Kolkata,M,0,Basic,Self Employed,0
January,Footwear,Kids,2,725,1450,152.25,Mobile Payments,TeleShop,5.0,71714.0,Hyderabad,M,0,Basic,Self Employed,0
January,Clothing,Mens,4,449,1796,188.58,Cash,Flagship store,5.0,61437.0,Vishakhapatnam,M,0,PhD,Others,0
January,Home and kitchen,Tools,1,350,350,36.75,Mobile Payments,TeleShop,4.0,77727.0,Pune,F,0,Basic,Others,0
January,Clothing,Women,3,1286,3858,405.09,Debit Card,TeleShop,5.0,128267.0,Hyderabad,M,1,Basic,Others,0
January,Clothing,Women,2,902,1804,189.42,Cash,Flagship store,5.0,99665.0,Ahmedabad,M,0,PhD,Self Employed,0
January,Footwear,Women,5,882,4410,370.44,Credit Card,MBR,1.0,134040.0,Mumbai,F,1,Basic,Self Employed,1
January,Bags,Mens,2,1170,2340,245.7,Credit Card,Flagship store,5.0,35671.0,Mumbai,M,0,Others,Others,0
January,Books,Academic,3,925,2775,291.375,Credit Card,Flagship store,5.0,140145.0,Mumbai,M,0,Others,Salaried,0
January,Clothing,Women,5,1006,5030,528.15,Debit Card,TeleShop,2.0,100244.0,Vishakhapatnam,M,1,Others,Salaried,0
January,Bags,Women,4,847,3388,355.74,Credit Card,MBR,1.0,79067.0,Ahmedabad,F,1,Basic,Others,0
January,Footwear,Mens,4,1057,4228,221.97,Debit Card,e-Shop,1.0,133829.0,Vishakhapatnam,F,1,Master,Self Employed,1
January,Bags,Women,1,761,761,79.905,Mobile Payments,TeleShop,4.0,65827.0,Chennai,M,1,Basic,Others,0
January,Footwear,Women,2,1369,2738,574.98,Credit Card,e-Shop,1.0,138859.0,Mumbai,M,1,Basic,Self Employed,1
January,Home and kitchen,Bath,5,354,1770,185.85,Mobile Payments,Flagship store,5.0,47010.0,Vishakhapatnam,M,1,Basic,Self Employed,0
January,Clothing,Mens,5,351,1755,184.275,Mobile Payments,MBR,1.0,76166.0,Vishakhapatnam,M,0,PhD,Self Employed,0
January,Footwear,Women,5,1424,7120,747.6,Credit Card,e-Shop,5.0,63521.0,New Delhi,M,1,PhD,Self Employed,0
January,Footwear,Kids,2,245,490,51.45,Mobile Payments,e-Shop,1.0,50026.0,Hyderabad,F,0,Master,Self Employed,0
January,Footwear,Kids,5,348,1740,182.7,Mobile Payments,MBR,5.0,121564.0,Pune,M,1,PhD,Self Employed,0
January,Footwear,Kids,3,217,651,68.355,Mobile Payments,e-Shop,4.0,149216.0,Pune,M,0,PhD,Salaried,0
January,Home and kitchen,Kitchen,5,1350,6750,708.75,Debit Card,Flagship store,5.0,39940.0,Ahmedabad,M,1,Others,Self Employed,0
January,Footwear,Kids,1,964,964,101.22,Mobile Payments,MBR,2.0,65302.0,Mumbai,F,1,Basic,Others,0
January,Books,Fiction,3,1252,3756,394.38,Credit Card,TeleShop,5.0,61213.0,Hyderabad,M,0,Basic,Others,0
January,Bags,Mens,4,428,1712,179.76,Cash,Flagship store,5.0,65890.0,New Delhi,M,0,Basic,Others,0
January,Books,Fiction,2,1392,2784,292.32,Credit Card,e-Shop,4.0,35730.0,Kolkata,M,1,Basic,Self Employed,0
January,Books,Fiction,1,1493,1493,156.765,Mobile Payments,TeleShop,5.0,26610.0,Pune,M,1,Graduation,Others,0
January,Footwear,Mens,3,624,1872,196.56,Cash,Flagship store,5.0,134625.0,New Delhi,F,1,PhD,Salaried,0
January,Books,Fiction,4,1384,5536,581.28,Credit Card,Flagship store,5.0,41369.0,Mumbai,F,0,PhD,Self Employed,0
January,Footwear,Women,5,427,2135,224.175,Debit Card,Flagship store,4.0,69024.0,Mumbai,M,1,Graduation,Salaried,0
January,Footwear,Mens,2,1015,2030,213.15,Credit Card,MBR,5.0,127880.0,Gurgaon,F,0,Graduation,Self Employed,0
January,Clothing,Women,1,230,230,24.15,Mobile Payments,TeleShop,4.0,149960.0,Hyderabad,F,1,Graduation,Others,0
January,Clothing,Mens,2,1365,2730,286.65,Credit Card,e-Shop,5.0,103197.0,New Delhi,F,1,Graduation,Others,0
January,Clothing,Mens,5,1304,6520,684.6,Debit Card,e-Shop,4.0,40049.0,Gurgaon,M,0,PhD,Self Employed,0
January,Bags,Women,2,1379,2758,289.59,Credit Card,MBR,3.0,84218.0,Ahmedabad,M,1,PhD,Salaried,0
January,Electronics,Cameras,4,176,704,73.92,Cash,Flagship store,5.0,64580.0,Hyderabad,F,0,PhD,Salaried,0
January,Footwear,Mens,4,405,1620,170.1,Mobile Payments,TeleShop,5.0,70922.0,Mumbai,M,1,PhD,Others,0
January,Footwear,Mens,2,1495,2990,313.95,Credit Card,TeleShop,5.0,119922.0,Gurgaon,M,0,PhD,Salaried,0
January,Books,Fiction,4,1337,5348,561.54,Debit Card,MBR,5.0,50581.0,Ahmedabad,M,0,PhD,Salaried,0
January,Home and kitchen,Tools,3,707,2121,222.705,Credit Card,MBR,5.0,116465.0,Gurgaon,M,0,PhD,Salaried,0
January,Books,Academic,2,176,352,36.96,Mobile Payments,e-Shop,4.0,66999.0,Mumbai,M,0,PhD,Self Employed,0
January,Bags,Mens,5,1117,5585,469.14,Credit Card,MBR,1.0,133296.0,Mumbai,M,0,PhD,Salaried,1
January,Footwear,Women,5,364,1820,191.1,Mobile Payments,TeleShop,3.0,76718.0,Pune,M,0,Master,Self Employed,0
January,Footwear,Mens,5,642,3210,337.05,Debit Card,MBR,5.0,90959.0,Pune,M,1,Basic,Self Employed,0
January,Bags,Women,4,1273,5092,267.33,Debit Card,e-Shop,1.0,91597.0,Chennai,M,0,Master,Others,1
January,Home and kitchen,Kitchen,2,528,1056,166.32,Mobile Payments,Flagship store,2.0,76507.0,Kolkata,F,1,Basic,Self Employed,1
January,Footwear,Women,3,527,1581,166.005,Cash,MBR,5.0,131742.0,New Delhi,M,0,Basic,Others,0
January,Clothing,Mens,5,584,2920,306.6,Debit Card,Flagship store,4.0,115014.0,New Delhi,M,0,Others,Salaried,0
January,Bags,Women,4,193,772,81.06,Mobile Payments,e-Shop,3.0,64403.0,Bangalore,M,0,Others,Others,0
January,Home and kitchen,Tools,4,794,3176,333.48,Debit Card,TeleShop,5.0,71575.0,Chennai,M,1,Master,Salaried,0
January,Bags,Women,2,1223,2446,256.83,Credit Card,e-Shop,5.0,42473.0,Gurgaon,F,1,Others,Self Employed,0
January,Home and kitchen,Tools,3,86,258,27.09,Mobile Payments,e-Shop,5.0,100834.0,Vishakhapatnam,M,1,Others,Salaried,0
January,Books,Non-Fiction,1,1145,1145,120.225,Cash,Flagship store,5.0,71414.0,Gurgaon,M,1,Others,Self Employed,0
January,Footwear,Kids,2,764,1528,160.44,Mobile Payments,Flagship store,4.0,9054.0,Kolkata,F,1,Others,Salaried,0
January,Books,Academic,4,1044,4176,438.48,Debit Card,e-Shop,5.0,143866.0,Ahmedabad,M,1,PhD,Salaried,0
January,Home and kitchen,Tools,5,253,1265,79.695,Mobile Payments,MBR,5.0,110404.0,Gurgaon,M,1,Basic,Salaried,1
January,Home and kitchen,Kitchen,5,761,3805,159.81,Cash,Flagship store,4.0,118771.0,New Delhi,F,1,Basic,Self Employed,1
January,Clothing,Mens,4,1016,4064,426.72,Credit Card,e-Shop,5.0,134303.0,New Delhi,M,1,Others,Self Employed,0
January,Electronics,Personal Appliances,3,1023,3069,322.245,Debit Card,e-Shop,3.0,16913.0,Kolkata,M,0,Others,Salaried,0
January,Bags,Women,2,1183,2366,248.43,Debit Card,MBR,4.0,138537.0,Hyderabad,M,0,Others,Others,0
January,Clothing,Mens,4,375,1500,157.5,Mobile Payments,MBR,2.0,131735.0,Chennai,M,1,PhD,Others,0
